NAME,ROW,COL,RAD
datasets/train/455.npy,134,3,3
datasets/train/456.npy,99,52,17
datasets/train/457.npy,48,120,98
datasets/train/458.npy,199,15,34
datasets/train/459.npy,15,182,75
datasets/train/460.npy,139,64,71
datasets/train/461.npy,29,196,58
datasets/train/462.npy,58,188,73
datasets/train/463.npy,73,70,96
datasets/train/464.npy,191,93,37
datasets/train/465.npy,152,165,27
datasets/train/466.npy,118,170,42
datasets/train/467.npy,140,41,42
datasets/train/468.npy,189,181,8
datasets/train/469.npy,0,181,14
datasets/train/470.npy,161,139,22
datasets/train/471.npy,193,6,24
datasets/train/472.npy,133,21,23
datasets/train/473.npy,175,181,29
datasets/train/474.npy,85,148,7
datasets/train/475.npy,28,173,60
datasets/train/476.npy,112,191,6
datasets/train/477.npy,152,63,62
datasets/train/478.npy,40,90,94
datasets/train/479.npy,35,166,8
datasets/train/480.npy,155,115,37
datasets/train/481.npy,96,94,70
datasets/train/482.npy,127,65,38
datasets/train/483.npy,186,185,81
datasets/train/484.npy,128,110,71
datasets/train/485.npy,84,144,1
datasets/train/486.npy,138,125,76
datasets/train/487.npy,12,197,25
datasets/train/488.npy,106,83,57
datasets/train/489.npy,189,73,36
datasets/train/490.npy,4,165,72
datasets/train/491.npy,51,104,2
datasets/train/492.npy,128,20,82
datasets/train/493.npy,13,57,78
datasets/train/494.npy,12,156,33
datasets/train/495.npy,199,89,88
datasets/train/496.npy,100,114,2
datasets/train/497.npy,69,6,7
datasets/train/498.npy,136,24,12
datasets/train/499.npy,30,2,27
datasets/train/500.npy,120,69,69
datasets/train/501.npy,36,64,87
datasets/train/502.npy,151,50,23
datasets/train/503.npy,40,77,3
datasets/train/504.npy,128,103,1
datasets/train/505.npy,16,131,5
datasets/train/506.npy,150,107,41
datasets/train/507.npy,66,184,38
datasets/train/508.npy,93,1,57
datasets/train/509.npy,171,71,90
datasets/train/510.npy,166,134,98
datasets/train/511.npy,90,2,98
datasets/train/512.npy,164,100,85
datasets/train/513.npy,173,163,69
datasets/train/514.npy,62,117,52
datasets/train/515.npy,37,175,80
datasets/train/516.npy,151,26,3
datasets/train/517.npy,168,3,75
datasets/train/518.npy,175,191,64
datasets/train/519.npy,131,75,20
datasets/train/520.npy,15,166,85
datasets/train/521.npy,171,138,27
datasets/train/522.npy,148,160,24
datasets/train/523.npy,164,21,82
datasets/train/524.npy,41,93,18
datasets/train/525.npy,183,48,46
datasets/train/526.npy,17,196,33
datasets/train/527.npy,136,192,80
datasets/train/528.npy,4,96,65
datasets/train/529.npy,103,67,85
datasets/train/530.npy,127,107,79
datasets/train/531.npy,23,104,39
datasets/train/532.npy,57,86,40
datasets/train/533.npy,105,25,66
datasets/train/534.npy,182,166,90
datasets/train/535.npy,133,82,71
datasets/train/536.npy,80,58,44
datasets/train/537.npy,34,68,43
datasets/train/538.npy,182,99,1
datasets/train/539.npy,125,10,43
datasets/train/540.npy,28,177,34
datasets/train/541.npy,145,118,50
datasets/train/542.npy,90,28,52
datasets/train/543.npy,187,198,20
datasets/train/544.npy,20,75,64
datasets/train/545.npy,130,67,4
datasets/train/546.npy,57,0,61
datasets/train/547.npy,63,170,66
datasets/train/548.npy,83,179,79
datasets/train/549.npy,2,12,24
datasets/train/550.npy,99,144,96
datasets/train/551.npy,72,6,57
datasets/train/552.npy,130,161,51
datasets/train/553.npy,2,127,50
datasets/train/554.npy,21,161,34
datasets/train/555.npy,107,63,47
datasets/train/556.npy,138,127,49
datasets/train/557.npy,54,97,11
datasets/train/558.npy,15,72,90
datasets/train/559.npy,173,126,34
datasets/train/560.npy,77,158,81
datasets/train/561.npy,85,14,33
datasets/train/562.npy,27,47,15
datasets/train/563.npy,16,100,88
datasets/train/564.npy,157,36,17
datasets/train/565.npy,24,16,56
datasets/train/566.npy,144,161,27
datasets/train/567.npy,125,159,6
datasets/train/568.npy,189,109,75
datasets/train/569.npy,50,134,18
datasets/train/570.npy,73,192,17
datasets/train/571.npy,103,159,20
datasets/train/572.npy,12,31,96
datasets/train/573.npy,100,102,42
datasets/train/574.npy,4,49,66
datasets/train/575.npy,26,39,4
datasets/train/576.npy,176,135,6
datasets/train/577.npy,179,170,4
datasets/train/578.npy,187,155,71
datasets/train/579.npy,58,79,74
datasets/train/580.npy,141,52,17
datasets/train/581.npy,66,161,72
datasets/train/582.npy,67,39,33
datasets/train/583.npy,176,98,37
datasets/train/584.npy,91,48,62
datasets/train/585.npy,142,71,67
datasets/train/586.npy,188,190,55
datasets/train/587.npy,10,144,56
datasets/train/588.npy,42,105,80
datasets/train/589.npy,92,145,82
datasets/train/590.npy,49,116,21
datasets/train/591.npy,1,124,56
datasets/train/592.npy,129,114,21
datasets/train/593.npy,56,185,97
datasets/train/594.npy,37,111,46
datasets/train/595.npy,29,83,69
datasets/train/596.npy,6,80,66
datasets/train/597.npy,0,154,62
datasets/train/598.npy,47,33,18
datasets/train/599.npy,190,49,13
datasets/train/600.npy,123,160,37
datasets/train/601.npy,123,38,30
datasets/train/602.npy,73,19,85
datasets/train/603.npy,132,198,56
datasets/train/604.npy,49,78,37
datasets/train/605.npy,150,30,10
datasets/train/606.npy,22,148,40
datasets/train/607.npy,109,199,31
datasets/train/608.npy,173,28,11
datasets/train/609.npy,119,88,84
datasets/train/610.npy,127,166,67
datasets/train/611.npy,147,158,81
datasets/train/612.npy,151,197,7
datasets/train/613.npy,110,188,91
datasets/train/614.npy,145,153,79
datasets/train/615.npy,24,130,44
datasets/train/616.npy,189,142,10
datasets/train/617.npy,133,193,91
datasets/train/618.npy,0,104,1
datasets/train/619.npy,119,138,37
datasets/train/620.npy,10,91,81
datasets/train/621.npy,3,41,81
datasets/train/622.npy,181,152,55
datasets/train/623.npy,129,65,11
datasets/train/624.npy,177,63,75
datasets/train/625.npy,126,43,19
datasets/train/626.npy,43,177,54
datasets/train/627.npy,8,171,64
datasets/train/628.npy,42,41,48
datasets/train/629.npy,129,116,71
datasets/train/630.npy,117,134,15
datasets/train/631.npy,36,46,9
datasets/train/632.npy,131,129,10
datasets/train/633.npy,144,57,90
datasets/train/634.npy,4,194,87
datasets/train/635.npy,89,22,8
datasets/train/636.npy,195,178,22
datasets/train/637.npy,146,58,57
datasets/train/638.npy,80,113,68
datasets/train/639.npy,196,110,68
datasets/train/640.npy,97,2,39
datasets/train/641.npy,112,5,24
datasets/train/642.npy,150,89,50
datasets/train/643.npy,196,38,10
datasets/train/644.npy,184,123,79
datasets/train/645.npy,81,195,9
datasets/train/646.npy,164,20,21
datasets/train/647.npy,17,183,3
datasets/train/648.npy,9,29,92
datasets/train/649.npy,21,131,66
datasets/train/650.npy,169,70,60
datasets/train/651.npy,45,194,60
datasets/train/652.npy,166,124,86
datasets/train/653.npy,98,145,38
datasets/train/654.npy,39,86,43
datasets/train/655.npy,111,89,75
datasets/train/656.npy,81,94,52
datasets/train/657.npy,15,76,86
datasets/train/658.npy,138,164,54
datasets/train/659.npy,19,16,18
datasets/train/660.npy,17,195,38
datasets/train/661.npy,122,8,19
datasets/train/662.npy,189,101,35
datasets/train/663.npy,110,80,3
datasets/train/664.npy,51,182,44
datasets/train/665.npy,4,32,65
datasets/train/666.npy,51,47,76
datasets/train/667.npy,148,174,90
datasets/train/668.npy,19,142,85
datasets/train/669.npy,171,128,72
datasets/train/670.npy,142,115,43
datasets/train/671.npy,155,168,25
datasets/train/672.npy,183,120,58
datasets/train/673.npy,184,171,43
datasets/train/674.npy,8,171,35
datasets/train/675.npy,30,42,69
datasets/train/676.npy,119,71,96
datasets/train/677.npy,62,81,59
datasets/train/678.npy,196,189,87
datasets/train/679.npy,106,160,85
datasets/train/680.npy,125,107,97
datasets/train/681.npy,142,23,57
datasets/train/682.npy,63,139,4
datasets/train/683.npy,195,151,60
datasets/train/684.npy,164,2,11
datasets/train/685.npy,194,138,76
datasets/train/686.npy,83,67,47
datasets/train/687.npy,33,41,97
datasets/train/688.npy,121,173,48
datasets/train/689.npy,32,27,15
datasets/train/690.npy,164,22,45
datasets/train/691.npy,41,76,50
datasets/train/692.npy,70,86,25
datasets/train/693.npy,88,96,24
datasets/train/694.npy,58,177,45
datasets/train/695.npy,87,142,28
datasets/train/696.npy,16,190,67
datasets/train/697.npy,121,91,66
datasets/train/698.npy,94,160,4
datasets/train/699.npy,118,113,72
datasets/train/700.npy,123,138,49
datasets/train/701.npy,174,14,25
datasets/train/702.npy,154,39,15
datasets/train/703.npy,22,26,16
datasets/train/704.npy,106,20,34
datasets/train/705.npy,144,162,73
datasets/train/706.npy,140,99,26
datasets/train/707.npy,134,140,9
datasets/train/708.npy,24,29,28
datasets/train/709.npy,84,128,52
datasets/train/710.npy,76,191,29
datasets/train/711.npy,82,3,6
datasets/train/712.npy,187,21,27
datasets/train/713.npy,25,57,93
datasets/train/714.npy,128,37,43
datasets/train/715.npy,0,165,48
datasets/train/716.npy,64,2,48
datasets/train/717.npy,131,145,64
datasets/train/718.npy,71,41,85
datasets/train/719.npy,111,184,52
datasets/train/720.npy,46,53,59
datasets/train/721.npy,36,130,80
datasets/train/722.npy,94,139,19
datasets/train/723.npy,170,12,69
datasets/train/724.npy,183,118,35
datasets/train/725.npy,198,8,79
datasets/train/726.npy,70,136,64
datasets/train/727.npy,28,45,99
datasets/train/728.npy,162,176,59
datasets/train/729.npy,152,63,53
datasets/train/730.npy,186,121,86
datasets/train/731.npy,81,106,72
datasets/train/732.npy,133,92,37
datasets/train/733.npy,38,55,44
datasets/train/734.npy,188,167,2
datasets/train/735.npy,49,48,61
datasets/train/736.npy,1,99,23
datasets/train/737.npy,199,31,19
datasets/train/738.npy,89,192,56
datasets/train/739.npy,92,185,34
datasets/train/740.npy,100,187,15
datasets/train/741.npy,128,123,68
datasets/train/742.npy,114,135,29
datasets/train/743.npy,100,37,32
datasets/train/744.npy,46,110,7
datasets/train/745.npy,135,71,72
datasets/train/746.npy,91,144,4
datasets/train/747.npy,60,59,84
datasets/train/748.npy,134,42,66
datasets/train/749.npy,80,60,52
datasets/train/750.npy,114,172,85
datasets/train/751.npy,126,125,4
datasets/train/752.npy,114,81,8
datasets/train/753.npy,14,175,61
datasets/train/754.npy,199,34,6
datasets/train/755.npy,63,104,16
datasets/train/756.npy,147,7,70
datasets/train/757.npy,135,78,98
datasets/train/758.npy,134,122,48
datasets/train/759.npy,151,171,74
datasets/train/760.npy,81,22,66
datasets/train/761.npy,70,152,23
datasets/train/762.npy,143,151,21
datasets/train/763.npy,68,52,88
datasets/train/764.npy,164,186,59
datasets/train/765.npy,86,146,64
datasets/train/766.npy,62,75,46
datasets/train/767.npy,21,76,17
datasets/train/768.npy,133,12,46
datasets/train/769.npy,153,67,17
datasets/train/770.npy,108,168,6
datasets/train/771.npy,90,109,34
datasets/train/772.npy,143,75,66
datasets/train/773.npy,95,68,51
datasets/train/774.npy,31,0,85
datasets/train/775.npy,66,190,54
datasets/train/776.npy,84,90,9
datasets/train/777.npy,142,96,51
datasets/train/778.npy,164,129,99
datasets/train/779.npy,184,164,81
datasets/train/780.npy,157,73,64
datasets/train/781.npy,42,0,15
datasets/train/782.npy,60,105,21
datasets/train/783.npy,134,114,38
datasets/train/784.npy,127,136,58
datasets/train/785.npy,94,152,80
datasets/train/786.npy,78,121,65
datasets/train/787.npy,40,129,2
datasets/train/788.npy,34,198,95
datasets/train/789.npy,63,13,68
datasets/train/790.npy,154,27,46
datasets/train/791.npy,120,31,89
datasets/train/792.npy,48,68,69
datasets/train/793.npy,2,86,20
datasets/train/794.npy,6,48,13
datasets/train/795.npy,135,5,73
datasets/train/796.npy,148,113,40
datasets/train/797.npy,24,17,37
datasets/train/798.npy,80,56,82
datasets/train/799.npy,30,64,33
datasets/train/800.npy,117,154,34
datasets/train/801.npy,81,93,76
datasets/train/802.npy,33,162,63
datasets/train/803.npy,29,9,42
datasets/train/804.npy,111,145,90
datasets/train/805.npy,55,99,82
datasets/train/806.npy,113,96,14
datasets/train/807.npy,32,168,95
datasets/train/808.npy,136,198,93
datasets/train/809.npy,14,196,67
datasets/train/810.npy,145,95,9
datasets/train/811.npy,196,167,58
datasets/train/812.npy,17,48,75
datasets/train/813.npy,145,153,80
datasets/train/814.npy,83,8,58
datasets/train/815.npy,0,103,31
datasets/train/816.npy,129,187,46
datasets/train/817.npy,174,66,71
datasets/train/818.npy,87,177,69
datasets/train/819.npy,30,4,66
datasets/train/820.npy,148,91,69
